Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,24.5,23.84375,23.84375,24.3125,5055000.0,13.8281888961792
2000-01-04,24.875,24.0,24.3125,24.0,6181400.0,13.6504487991333
2000-01-05,25.09375,24.0,24.0,24.5625,6398600.0,13.970380783081055
2000-01-06,26.125,25.28125,25.28125,25.8125,5140600.0,14.681340217590332
2000-01-07,27.5625,26.375,26.375,26.65625,6360200.0,15.161242485046387
2000-01-10,27.28125,25.75,26.65625,25.78125,3682200.0,14.66357135772705
2000-01-11,26.59375,25.375,25.78125,25.375,3945600.0,14.432507514953613
2000-01-12,26.15625,25.5625,25.5625,25.8125,3401000.0,14.681340217590332
2000-01-13,26.6875,26.03125,26.03125,26.09375,3129400.0,14.841314315795898
2000-01-14,26.4375,25.9375,26.09375,25.96875,3044400.0,14.770210266113281
2000-01-18,25.875,24.9375,25.875,24.96875,4054200.0,14.29086971282959
2000-01-19,25.34375,24.65625,24.96875,24.65625,3424600.0,14.112004280090332
2000-01-20,24.96875,23.53125,24.65625,23.5625,4279200.0,13.48599624633789
2000-01-21,23.96875,22.8125,23.5625,23.6875,5000000.0,13.557544708251953
2000-01-24,23.625,22.53125,23.625,22.65625,5385600.0,12.967308044433594
2000-01-25,22.5,21.28125,22.5,21.8125,6084200.0,12.484384536743164
2000-01-26,22.84375,21.6875,21.8125,22.46875,4188200.0,12.859992980957031
2000-01-27,22.78125,22.0,22.46875,22.28125,3340800.0,12.75268268585205
2000-01-28,22.59375,21.75,22.28125,21.75,4851600.0,12.448615074157715
2000-01-31,21.96875,21.21875,21.75,21.21875,3677000.0,12.144556045532227
2000-02-01,22.03125,21.375,21.375,21.59375,2930200.0,12.3591890335083
2000-02-02,22.375,21.4375,21.59375,21.71875,2933600.0,12.430731773376465
2000-02-03,21.625,21.0625,21.625,21.15625,4343400.0,12.108779907226562
2000-02-04,21.40625,20.625,21.15625,21.15625,4122000.0,12.108779907226562
2000-02-07,20.90625,20.375,20.90625,20.625,4089800.0,11.804726600646973
2000-02-08,20.75,20.0,20.625,20.5,5848400.0,11.733177185058594
2000-02-09,20.59375,19.5625,20.5,19.5625,5934800.0,11.196602821350098
2000-02-10,19.78125,18.8125,19.5625,19.03125,5807400.0,10.89254093170166
2000-02-11,18.9375,17.4375,18.9375,18.0,11944800.0,10.30230712890625
2000-02-14,19.46875,18.125,18.125,19.3125,6787800.0,11.053513526916504
2000-02-15,20.375,19.3125,19.3125,20.0,6048200.0,11.447003364562988
2000-02-16,20.3125,19.40625,20.0,19.59375,3881400.0,11.214487075805664
2000-02-17,19.5625,18.84375,19.5625,19.34375,3824200.0,11.071401596069336
2000-02-18,19.1875,18.6875,19.1875,18.84375,3017800.0,10.785226821899414
2000-02-22,19.4375,18.75,18.84375,19.15625,4028800.0,10.964086532592773
2000-02-23,19.34375,18.59375,19.15625,18.90625,4894400.0,10.820995330810547
2000-02-24,18.9375,18.125,18.90625,18.125,4488200.0,10.373847007751465
2000-02-25,18.75,17.9375,18.125,18.0,4139800.0,10.30230712890625
2000-02-28,18.3125,17.6875,18.0,17.78125,3319200.0,10.177098274230957
2000-02-29,18.21875,17.5,17.78125,17.53125,4805800.0,10.034014701843262
2000-03-01,17.90625,17.4375,17.53125,17.4375,4841600.0,9.980356216430664
2000-03-02,17.5,17.09375,17.4375,17.21875,3956000.0,9.85515308380127
2000-03-03,18.65625,17.25,17.25,18.1875,4805800.0,10.409619331359863
2000-03-06,19.0,18.21875,18.21875,18.34375,5260400.0,10.499044418334961
2000-03-07,18.25,16.75,18.25,16.90625,8780800.0,9.67629337310791
2000-03-08,18.21875,17.3125,17.3125,17.46875,5772000.0,9.99824047088623
2000-03-09,17.6875,17.125,17.46875,17.625,4904400.0,10.087672233581543
2000-03-10,18.375,17.40625,17.625,17.84375,5335400.0,10.212872505187988
2000-03-13,18.0625,17.5,17.84375,17.8125,3304800.0,10.194989204406738
2000-03-14,18.59375,17.875,17.875,17.90625,6545400.0,10.248645782470703
2000-03-15,19.53125,17.8125,17.90625,19.125,6827400.0,10.946198463439941
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,11.643745422363281
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,11.33968734741211
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,11.017739295959473
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,11.393346786499023
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,11.1429443359375
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,11.321799278259277
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,11.303914070129395
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,11.178714752197266
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,10.964086532592773
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,11.160829544067383
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,11.661630630493164
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,11.28603458404541
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,11.9835844039917
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,12.430731773376465
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,12.144556045532227
2000-04-06,21.8125,21.125,21.21875,21.15625,2104800.0,12.108779907226562
2000-04-07,21.21875,20.625,21.15625,20.6875,2937400.0,11.840496063232422
2000-04-10,21.0625,20.5625,20.6875,20.71875,1890600.0,11.858378410339355
2000-04-11,21.625,20.8125,20.8125,21.03125,3531600.0,12.037240982055664
2000-04-12,22.375,21.375,21.375,21.71875,4224400.0,12.430731773376465
2000-04-13,22.4375,20.90625,21.71875,21.0,4334200.0,12.0193510055542
2000-04-14,21.0,20.09375,21.0,20.25,4287000.0,11.590087890625
2000-04-17,21.21875,20.125,20.25,20.46875,3754200.0,11.71529483795166
2000-04-18,21.75,19.6875,20.46875,20.125,9957200.0,11.518548011779785
2000-04-19,19.46875,18.5,19.46875,18.8125,8557000.0,10.854987144470215
2000-04-20,19.15625,18.75,18.8125,19.0,4924600.0,10.963178634643555
2000-04-24,19.5625,19.09375,19.09375,19.5,3312200.0,11.251681327819824
2000-04-25,20.25,19.5,19.5,20.0625,4381400.0,11.576247215270996
2000-04-26,20.34375,19.75,20.0625,19.875,4544400.0,11.468062400817871
2000-04-27,20.21875,19.46875,19.875,20.0625,2903600.0,11.576247215270996
2000-04-28,20.5,19.625,20.0625,19.71875,3741600.0,11.377904891967773
2000-05-01,19.84375,19.40625,19.71875,19.40625,2637800.0,11.197587966918945
2000-05-02,19.96875,19.03125,19.40625,19.8125,2840800.0,11.431995391845703
2000-05-03,19.6875,19.25,19.6875,19.4375,2442600.0,11.215620040893555
